time,open,high,low,close,tick_volume,spread,real_volume,symbol,timeframe,digits,hl2,hlc3,ohlc4,range,range_pct,range_points,hour,is_london_session,is_us_session,is_asian_session,is_high_impact_hour,body,body_pct,upper_shadow,lower_shadow,is_bullish,is_doji,price_change,price_change_pct,price_change_points,atr_14,volatility_pct,sma_20,sma_50,ema_20,volume_ma,volume_ratio,prev_high,prev_low,higher_high,lower_low,swing_high,swing_low,swing_high_price,swing_low_price,swing_strength,higher_low,lower_high,market_structure,structure_strength,choch,bos,structure_break,break_strength,bullish_ob,bearish_ob,ob_high,ob_low,ob_strength,bullish_fvg,bearish_fvg,fvg_high,fvg_low,fvg_size,fvg_efficiency,buy_liquidity,sell_liquidity,liquidity_strength,liquidity_proximity,structure_momentum,gold_volatility,gold_momentum,ob_distance,ob_age,fvg_unfilled,smc_confluence,session_weighted_confluence
2024-06-10 18:00:00,2302.57,2308.51,2301.22,2307.24,22612,44,0,XAUUSD.v,H1,2,2304.865,2305.6566666666663,2304.885,7.290000000000418,0.3159619285380116,729.0000000000418,18,0,1,0,0,4.669999999999618,64.06035665294033,1.2700000000004366,1.3500000000003638,1,0,,,,,,,,2307.24,,1.0,,,0,0,0,0,,,0.0,0,0,0,0.0,0,0,0,0.0,0,0,,,0.0,0,0,,,,,0,0,0,,,,,,0,0,0,0.0
2024-06-10 19:00:00,2307.26,2313.62,2306.92,2312.81,21076,44,0,XAUUSD.v,H1,2,2310.27,2311.116666666667,2310.1525,6.699999999999818,0.2896908954907588,669.9999999999818,19,0,1,0,0,5.549999999999727,82.83582089552056,0.8099999999999454,0.3400000000001455,1,0,5.570000000000164,0.2414139838075035,557.0000000000164,,,,,2310.16425,,1.0,2308.51,2301.22,0,0,0,0,,,0.0,0,0,0,0.0,0,0,0,0.0,0,0,,,0.0,1,0,2308.97,2308.51,0.45999999999958163,0.06865671641784987,0,0,0,,,,,,0,0,1,1.3
2024-06-10 20:00:00,2312.8,2313.23,2308.97,2311.75,16303,44,0,XAUUSD.v,H1,2,2311.1,2311.3166666666666,2311.6875,4.260000000000218,0.1842759813993822,426.0000000000218,20,0,1,0,0,1.050000000000182,24.64788732394667,0.4299999999998363,2.7800000000002,0,0,-1.0599999999999454,-0.0458316939134673,-105.99999999999454,,,,,2310.7465278934224,,1.0,2313.62,2306.92,0,0,0,0,,,0.0,0,0,0,0.0,0,0,0,0.0,0,0,,,0.0,0,0,,,,,0,0,0,,,,,,0,0,0,0.0
2024-06-10 21:00:00,2311.75,2311.87,2309.8,2310.78,12719,44,0,XAUUSD.v,H1,2,2310.835,2310.816666666667,2311.05,2.069999999999709,0.0895801417702987,206.9999999999709,21,0,1,0,0,0.9699999999998,46.85990338163944,0.1199999999998908,0.9800000000000182,0,0,-0.9699999999998,-0.0419595544500883,-96.99999999998,,,,,2310.7561907730674,,1.0,2313.23,2308.97,0,0,0,0,,,0.0,0,0,0,0.0,0,0,0,0.0,0,0,,,0.0,0,0,,,,,0,0,0,,,,,,0,0,0,0.0
2024-06-10 22:00:00,2310.79,2312.09,2308.55,2308.66,12324,44,0,XAUUSD.v,H1,2,2310.32,2309.766666666667,2310.0225,3.539999999999964,0.1533357012292829,353.9999999999964,22,0,0,1,0,2.130000000000109,60.16949152542743,1.300000000000182,0.1099999999996725,0,0,-2.1200000000003456,-0.0917439133106712,-212.00000000003456,,,,,2310.249140063259,,1.0,2311.87,2309.8,0,0,0,0,,,0.0,0,0,0,0.0,0,0,0,0.0,0,0,,,0.0,0,0,,,,,0,0,0,,,,,,0,0,0,0.0
2024-06-10 23:00:00,2308.65,2310.49,2308.36,2310.33,3161,44,0,XAUUSD.v,H1,2,2309.425,2309.726666666667,2309.4575,2.1299999999996544,0.0921946215475561,212.99999999996544,23,0,0,1,0,1.6799999999998363,78.87323943662483,0.1599999999998544,0.2899999999999636,1,0,1.6700000000000728,0.0723363336307736,167.00000000000728,,,,,2310.26619781644,,1.0,2312.09,2308.55,0,0,0,0,,,0.0,0,0,0,0.0,0,0,0,0.0,0,0,,,0.0,0,0,,,,,0,0,0,,,,,,0,0,0,0.0
2024-06-11 01:00:00,2311.54,2312.19,2309.62,2309.65,3124,44,0,XAUUSD.v,H1,2,2310.905,2310.486666666666,2310.75,2.570000000000164,0.1112722706903714,257.0000000000164,1,0,0,1,0,1.889999999999873,73.54085603111876,0.650000000000091,0.0300000000002,0,0,-0.6799999999998363,-0.0294330247194052,-67.99999999998363,,,,,2310.149690061362,,1.0,2310.49,2308.36,0,0,0,0,,,0.0,0,0,0,0.0,0,0,0,0.0,0,0,,,0.0,0,0,,,,,0,0,0,,,,,,0,0,0,0.0
2024-06-11 02:00:00,2309.65,2310.38,2308.64,2309.78,3488,44,0,XAUUSD.v,H1,2,2309.51,2309.6000000000004,2309.6125,1.7400000000002365,0.07533184978657,174.00000000002365,2,0,0,1,0,0.1300000000001091,7.471264367821349,0.599999999999909,1.0100000000002185,1,1,0.1300000000001091,0.0056285584395965,13.000000000010914,,,,,2310.085787276641,,1.0,2312.19,2309.62,0,0,0,0,,,0.0,0,0,0,0.0,0,0,0,0.0,0,0,,,0.0,0,0,,,,,0,0,0,,,,,,0,0,0,0.0
2024-06-11 03:00:00,2309.78,2311.82,2308.95,2310.7,7628,44,0,XAUUSD.v,H1,2,2310.385,2310.49,2310.3125,2.8700000000003456,0.12420478642837,287.00000000003456,3,0,0,1,0,0.919999999999618,32.05574912890269,1.1200000000003456,0.830000000000382,1,0,0.919999999999618,0.0398306332204612,91.9999999999618,,,,,2310.1843100008214,,1.0,2310.38,2308.64,0,0,0,0,,,0.0,0,0,0,0.0,0,0,0,0.0,0,1,2311.82,2308.95,0.06453149700079178,0,0,,,,,0,0,0,,,,,0.0004847016055742181,0,0,1,0.7
2024-06-11 04:00:00,2310.7,2310.7,2301.56,2302.71,28202,44,0,XAUUSD.v,H1,2,2306.13,2304.99,2306.4175,9.139999999999873,0.396923624772545,913.9999999999872,4,0,0,1,0,7.989999999999782,87.41794310721983,0.0,1.150000000000091,0,0,-7.989999999999782,-0.3457826632622063,-798.9999999999782,,,,,2309.058743678354,,1.0,2311.82,2308.95,0,0,0,0,,,0.0,0,0,0,0.0,0,0,0,0.0,0,0,,,0.0,0,1,2308.95,2303.52,5.429999999999836,0.5940919037199028,0,0,0,,,,423.100000000004,,0,0,1,0.7
