time,Open,High,Low,Close,Volume,Hour,Day_of_week,Day_of_month,Month,Year,Is_asian_hours,Is_european_hours,Is_us_hours,Is_monday,Is_friday,Is_weekend
2012-05-16 00:00:00,1543.2,1552.13,1526.91,1539.41,36086,0,2,16,5,2012,1,0,0,0,0,0
2012-05-17 00:00:00,1539.31,1579.71,1538.36,1573.96,34415,0,3,17,5,2012,1,0,0,0,0,0
2012-05-18 00:00:00,1573.71,1597.48,1567.86,1592.81,34706,0,4,18,5,2012,1,0,0,0,1,0
2012-05-20 00:00:00,1590.6,1594.3,1590.3,1594.3,531,0,6,20,5,2012,1,0,0,0,0,1
2012-05-21 00:00:00,1590.3,1599.11,1584.76,1592.96,30731,0,0,21,5,2012,1,0,0,1,0,0
2012-05-22 00:00:00,1592.85,1594.36,1561.36,1568.31,31537,0,1,22,5,2012,1,0,0,0,0,0
2012-05-23 00:00:00,1567.96,1568.41,1533.16,1561.21,41139,0,2,23,5,2012,1,0,0,0,0,0
2012-05-24 00:00:00,1560.76,1577.81,1551.46,1558.86,40351,0,3,24,5,2012,1,0,0,0,0,0
2012-05-25 00:00:00,1557.71,1574.01,1551.24,1572.56,32766,0,4,25,5,2012,1,0,0,0,1,0
2012-05-27 00:00:00,1573.9,1576.5,1571.1,1574.0,440,0,6,27,5,2012,1,0,0,0,0,1
2012-05-28 00:00:00,1573.86,1583.8,1571.09,1574.53,20479,0,0,28,5,2012,1,0,0,1,0,0
2012-05-29 00:00:00,1573.66,1582.62,1548.47,1554.93,36762,0,1,29,5,2012,1,0,0,0,0,0
2012-05-30 00:00:00,1554.56,1569.51,1532.66,1563.11,40732,0,2,30,5,2012,1,0,0,0,0,0
2012-05-31 00:00:00,1562.51,1573.23,1551.95,1560.26,39335,0,3,31,5,2012,1,0,0,0,0,0
2012-06-01 00:00:00,1560.31,1629.81,1544.96,1623.85,41189,0,4,1,6,2012,1,0,0,0,1,0
2012-06-03 00:00:00,1625.1,1627.2,1615.7,1616.4,956,0,6,3,6,2012,1,0,0,0,0,1
2012-06-04 00:00:00,1622.6,1627.91,1608.76,1618.61,41705,0,0,4,6,2012,1,0,0,1,0,0
2012-06-05 00:00:00,1618.26,1623.41,1611.98,1616.81,36771,0,1,5,6,2012,1,0,0,0,0,0
2012-06-06 00:00:00,1617.21,1640.91,1613.02,1619.19,41373,0,2,6,6,2012,1,0,0,0,0,0
2012-06-07 00:00:00,1619.99,1629.02,1578.17,1589.04,42532,0,3,7,6,2012,1,0,0,0,0,0
2012-06-08 00:00:00,1589.05,1594.97,1554.22,1592.87,43224,0,4,8,6,2012,1,0,0,0,1,0
2012-06-10 00:00:00,1602.9,1607.9,1599.2,1601.6,1038,0,6,10,6,2012,1,0,0,0,0,1
2012-06-11 00:00:00,1601.25,1608.01,1581.51,1596.36,37314,0,0,11,6,2012,1,0,0,1,0,0
2012-06-12 00:00:00,1595.76,1617.51,1586.24,1609.62,38682,0,1,12,6,2012,1,0,0,0,0,0
2012-06-13 00:00:00,1609.56,1624.48,1605.91,1616.86,33717,0,2,13,6,2012,1,0,0,0,0,0
2012-06-14 00:00:00,1617.11,1627.98,1609.48,1623.51,31951,0,3,14,6,2012,1,0,0,0,0,0
2012-06-15 00:00:00,1622.71,1632.63,1619.93,1627.03,30651,0,4,15,6,2012,1,0,0,0,1,0
2012-06-17 00:00:00,1628.8,1629.8,1608.8,1618.3,1224,0,6,17,6,2012,1,0,0,0,0,1
2012-06-18 00:00:00,1628.61,1629.99,1606.36,1627.81,50382,0,0,18,6,2012,1,0,0,1,0,0
2012-06-19 00:00:00,1627.86,1633.26,1617.27,1618.26,38228,0,1,19,6,2012,1,0,0,0,0,0
2012-06-20 00:00:00,1617.56,1622.51,1590.09,1607.21,47066,0,2,20,6,2012,1,0,0,0,0,0
2012-06-21 00:00:00,1606.41,1606.81,1564.12,1565.9,49291,0,3,21,6,2012,1,0,0,0,0,0
2012-06-22 00:00:00,1564.95,1573.3,1557.91,1572.36,37260,0,4,22,6,2012,1,0,0,0,1,0
2012-06-24 00:00:00,1571.6,1572.9,1567.3,1569.3,463,0,6,24,6,2012,1,0,0,0,0,1
2012-06-25 00:00:00,1568.5,1588.11,1566.24,1584.25,31252,0,0,25,6,2012,1,0,0,1,0,0
2012-06-26 00:00:00,1583.7,1586.7,1567.46,1572.7,31615,0,1,26,6,2012,1,0,0,0,0,0
2012-06-27 00:00:00,1571.85,1582.38,1562.4,1573.85,30172,0,2,27,6,2012,1,0,0,0,0,0
2012-06-28 00:00:00,1573.85,1578.75,1547.85,1552.4,35163,0,3,28,6,2012,1,0,0,0,0,0
2012-06-29 00:00:00,1552.1,1606.81,1550.6,1597.28,40853,0,4,29,6,2012,1,0,0,0,1,0
2012-07-01 00:00:00,1599.0,1599.8,1597.1,1598.9,457,0,6,1,7,2012,1,0,0,0,0,1
2012-07-02 00:00:00,1599.0,1602.37,1587.2,1596.8,35983,0,0,2,7,2012,1,0,0,1,0,0
2012-07-03 00:00:00,1596.65,1624.72,1594.55,1617.03,41068,0,1,3,7,2012,1,0,0,0,0,0
2012-07-04 00:00:00,1616.6,1620.09,1611.27,1615.35,25268,0,2,4,7,2012,1,0,0,0,0,0
2012-07-05 00:00:00,1615.3,1623.5,1597.05,1604.15,36656,0,3,5,7,2012,1,0,0,0,0,0
2012-07-06 00:00:00,1604.15,1609.52,1576.17,1583.45,38752,0,4,6,7,2012,1,0,0,0,1,0
2012-07-08 00:00:00,1581.7,1581.7,1576.3,1578.3,517,0,6,8,7,2012,1,0,0,0,0,1
2012-07-09 00:00:00,1581.65,1592.5,1575.95,1587.4,30999,0,0,9,7,2012,1,0,0,1,0,0
2012-07-10 00:00:00,1587.4,1601.07,1564.2,1566.95,33910,0,1,10,7,2012,1,0,0,0,0,0
2012-07-11 00:00:00,1566.9,1583.0,1565.44,1576.1,32476,0,2,11,7,2012,1,0,0,0,0,0
2012-07-12 00:00:00,1576.1,1577.61,1554.8,1571.35,35331,0,3,12,7,2012,1,0,0,0,0,0
2012-07-13 00:00:00,1571.95,1596.51,1565.7,1589.0,29971,0,4,13,7,2012,1,0,0,0,1,0
2012-07-15 00:00:00,1589.8,1592.0,1589.0,1590.2,286,0,6,15,7,2012,1,0,0,0,0,1
2012-07-16 00:00:00,1590.25,1594.61,1577.66,1589.2,29929,0,0,16,7,2012,1,0,0,1,0,0
2012-07-17 00:00:00,1588.55,1598.61,1571.1,1583.0,35796,0,1,17,7,2012,1,0,0,0,0,0
2012-07-18 00:00:00,1582.1,1585.75,1567.45,1573.25,33929,0,2,18,7,2012,1,0,0,0,0,0
2012-07-19 00:00:00,1573.15,1591.47,1572.5,1581.3,33145,0,3,19,7,2012,1,0,0,0,0,0
2012-07-20 00:00:00,1581.3,1587.05,1573.5,1584.1,34596,0,4,20,7,2012,1,0,0,0,1,0
2012-07-22 00:00:00,1581.5,1582.1,1578.6,1580.6,315,0,6,22,7,2012,1,0,0,0,0,1
2012-07-23 00:00:00,1581.85,1582.7,1563.06,1576.6,33266,0,0,23,7,2012,1,0,0,1,0,0
2012-07-24 00:00:00,1576.65,1584.35,1568.63,1580.65,34489,0,1,24,7,2012,1,0,0,0,0,0
2012-07-25 00:00:00,1580.35,1610.22,1578.57,1604.25,31506,0,2,25,7,2012,1,0,0,0,0,0
2012-07-26 00:00:00,1604.15,1621.67,1601.1,1615.49,30651,0,3,26,7,2012,1,0,0,0,0,0
2012-07-27 00:00:00,1615.35,1629.5,1611.55,1623.1,35965,0,4,27,7,2012,1,0,0,0,1,0
2012-07-29 00:00:00,1623.4,1626.1,1622.0,1622.6,422,0,6,29,7,2012,1,0,0,0,0,1
2012-07-30 00:00:00,1623.26,1625.9,1614.11,1621.9,27807,0,0,30,7,2012,1,0,0,1,0,0
2012-07-31 00:00:00,1621.9,1627.94,1610.75,1614.16,32315,0,1,31,7,2012,1,0,0,0,0,0
2012-08-01 00:00:00,1613.8,1618.4,1591.77,1599.53,29640,0,2,1,8,2012,1,0,0,0,0,0
2012-08-02 00:00:00,1599.45,1614.87,1584.73,1588.35,35745,0,3,2,8,2012,1,0,0,0,0,0
2012-08-03 00:00:00,1588.3,1606.63,1585.53,1603.31,29682,0,4,3,8,2012,1,0,0,0,1,0
2012-08-05 00:00:00,1604.0,1605.7,1602.0,1605.0,429,0,6,5,8,2012,1,0,0,0,0,1
2012-08-06 00:00:00,1604.36,1615.37,1602.35,1610.53,24457,0,0,6,8,2012,1,0,0,1,0,0
2012-08-07 00:00:00,1610.3,1618.5,1608.69,1612.05,24650,0,1,7,8,2012,1,0,0,0,0,0
2012-08-08 00:00:00,1612.05,1616.71,1603.25,1612.1,25427,0,2,8,8,2012,1,0,0,0,0,0
2012-08-09 00:00:00,1611.8,1618.27,1609.59,1617.1,23150,0,3,9,8,2012,1,0,0,0,0,0
2012-08-10 00:00:00,1617.0,1626.43,1605.59,1619.99,28515,0,4,10,8,2012,1,0,0,0,1,0
2012-08-12 00:00:00,1621.0,1621.8,1619.5,1621.0,265,0,6,12,8,2012,1,0,0,0,0,1
2012-08-13 00:00:00,1620.88,1625.54,1607.12,1609.59,32572,0,0,13,8,2012,1,0,0,1,0,0
2012-08-14 00:00:00,1609.54,1616.34,1592.65,1598.84,28791,0,1,14,8,2012,1,0,0,0,0,0
2012-08-15 00:00:00,1598.89,1606.39,1589.84,1602.91,30955,0,2,15,8,2012,1,0,0,0,0,0
2012-08-16 00:00:00,1602.86,1618.46,1600.76,1614.81,23474,0,3,16,8,2012,1,0,0,0,0,0
2012-08-17 00:00:00,1614.91,1620.06,1611.63,1615.51,22765,0,4,17,8,2012,1,0,0,0,1,0
2012-08-19 00:00:00,1616.0,1617.9,1615.6,1617.1,255,0,6,19,8,2012,1,0,0,0,0,1
2012-08-20 00:00:00,1615.66,1622.4,1609.6,1620.26,22511,0,0,20,8,2012,1,0,0,1,0,0
2012-08-21 00:00:00,1620.3,1641.3,1618.51,1637.55,25076,0,1,21,8,2012,1,0,0,0,0,0
2012-08-22 00:00:00,1637.51,1655.85,1634.4,1654.45,28683,0,2,22,8,2012,1,0,0,0,0,0
2012-08-23 00:00:00,1654.2,1674.85,1652.55,1670.3,34033,0,3,23,8,2012,1,0,0,0,0,0
2012-08-24 00:00:00,1670.3,1673.81,1662.55,1670.4,29897,0,4,24,8,2012,1,0,0,0,1,0
2012-08-26 00:00:00,1670.7,1674.7,1670.6,1673.8,422,0,6,26,8,2012,1,0,0,0,0,1
2012-08-27 00:00:00,1669.25,1676.65,1662.9,1663.75,19438,0,0,27,8,2012,1,0,0,1,0,0
2012-08-28 00:00:00,1663.65,1672.25,1657.3,1666.65,25065,0,1,28,8,2012,1,0,0,0,0,0
2012-08-29 00:00:00,1666.5,1669.7,1652.2,1656.15,23916,0,2,29,8,2012,1,0,0,0,0,0
2012-08-30 00:00:00,1656.25,1663.96,1651.15,1655.3,23038,0,3,30,8,2012,1,0,0,0,0,0
2012-08-31 00:00:00,1655.25,1692.9,1650.21,1691.65,28295,0,4,31,8,2012,1,0,0,0,1,0
2012-09-02 00:00:00,1690.7,1692.6,1687.1,1688.2,454,0,6,2,9,2012,1,0,0,0,0,1
2012-09-03 00:00:00,1690.7,1695.2,1685.35,1691.9,17786,0,0,3,9,2012,1,0,0,1,0,0
2012-09-04 00:00:00,1691.9,1698.72,1687.87,1695.5,30326,0,1,4,9,2012,1,0,0,0,0,0
2012-09-05 00:00:00,1695.39,1696.0,1687.35,1692.85,25222,0,2,5,9,2012,1,0,0,0,0,0
2012-09-06 00:00:00,1692.8,1713.75,1691.35,1700.05,33173,0,3,6,9,2012,1,0,0,0,0,0
2012-09-07 00:00:00,1700.1,1741.9,1688.9,1735.6,36278,0,4,7,9,2012,1,0,0,0,1,0
2012-09-09 00:00:00,1738.2,1738.2,1733.6,1735.9,401,0,6,9,9,2012,1,0,0,0,0,1
2012-09-10 00:00:00,1735.18,1740.0,1724.69,1725.95,30963,0,0,10,9,2012,1,0,0,1,0,0
2012-09-11 00:00:00,1725.85,1737.9,1724.55,1731.75,25198,0,1,11,9,2012,1,0,0,0,0,0
2012-09-12 00:00:00,1731.65,1746.99,1725.25,1730.45,30969,0,2,12,9,2012,1,0,0,0,0,0
2012-09-13 00:00:00,1730.9,1772.63,1719.65,1766.62,35294,0,3,13,9,2012,1,0,0,0,0,0
2012-09-14 00:00:00,1766.66,1777.7,1765.45,1770.15,39185,0,4,14,9,2012,1,0,0,0,1,0
2012-09-16 00:00:00,1770.2,1771.1,1769.8,1770.8,10,0,6,16,9,2012,1,0,0,0,0,1
2012-09-17 00:00:00,1770.75,1776.35,1754.25,1761.25,28040,0,0,17,9,2012,1,0,0,1,0,0
2012-09-18 00:00:00,1761.0,1773.4,1752.0,1771.7,12729,0,1,18,9,2012,1,0,0,0,0,0
2012-09-19 00:00:00,1771.8,1779.3,1761.9,1770.3,12024,0,2,19,9,2012,1,0,0,0,0,0
2012-09-20 00:00:00,1770.4,1772.4,1755.8,1768.3,12054,0,3,20,9,2012,1,0,0,0,0,0
2012-09-21 00:00:00,1768.4,1787.6,1766.7,1772.9,12002,0,4,21,9,2012,1,0,0,0,1,0
2012-09-23 00:00:00,1772.8,1772.8,1771.7,1772.1,8,0,6,23,9,2012,1,0,0,0,0,1
2012-09-24 00:00:00,1772.4,1772.6,1755.5,1764.1,11626,0,0,24,9,2012,1,0,0,1,0,0
2012-09-25 00:00:00,1764.2,1775.0,1758.6,1760.2,11513,0,1,25,9,2012,1,0,0,0,0,0
2012-09-26 00:00:00,1760.3,1765.4,1736.2,1752.4,10752,0,2,26,9,2012,1,0,0,0,0,0
2012-09-27 00:00:00,1752.3,1780.2,1751.0,1777.2,9438,0,3,27,9,2012,1,0,0,0,0,0
2012-09-28 00:00:00,1777.1,1783.0,1767.0,1771.8,12130,0,4,28,9,2012,1,0,0,0,1,0
2012-09-30 00:00:00,1772.3,1772.3,1770.9,1771.0,6,0,6,30,9,2012,1,0,0,0,0,1
2012-10-01 00:00:00,1771.9,1791.3,1763.1,1774.9,12221,0,0,1,10,2012,1,0,0,1,0,0
2012-10-02 00:00:00,1775.0,1784.2,1771.1,1774.1,11210,0,1,2,10,2012,1,0,0,0,0,0
2012-10-03 00:00:00,1774.0,1781.5,1770.7,1777.6,10653,0,2,3,10,2012,1,0,0,0,0,0
2012-10-04 00:00:00,1777.7,1795.1,1777.4,1789.9,11498,0,3,4,10,2012,1,0,0,0,0,0
2012-10-05 00:00:00,1790.0,1795.7,1772.7,1780.4,10924,0,4,5,10,2012,1,0,0,0,1,0
2012-10-07 00:00:00,1780.6,1780.7,1779.4,1779.6,20,0,6,7,10,2012,1,0,0,0,0,1
2012-10-08 00:00:00,1779.6,1780.1,1766.2,1774.6,9601,0,0,8,10,2012,1,0,0,1,0,0
2012-10-09 00:00:00,1774.7,1779.5,1760.1,1763.9,11418,0,1,9,10,2012,1,0,0,0,0,0
2012-10-10 00:00:00,1763.8,1768.1,1757.1,1762.1,11181,0,2,10,10,2012,1,0,0,0,0,0
2012-10-11 00:00:00,1762.3,1774.8,1758.5,1767.0,10769,0,3,11,10,2012,1,0,0,0,0,0
2012-10-12 00:00:00,1767.1,1773.3,1751.9,1753.5,10552,0,4,12,10,2012,1,0,0,0,1,0
2012-10-14 00:00:00,1753.8,1755.1,1753.7,1755.1,48,0,6,14,10,2012,1,0,0,0,0,1
2012-10-15 00:00:00,1753.4,1753.7,1728.7,1737.1,10792,0,0,15,10,2012,1,0,0,1,0,0
2012-10-16 00:00:00,1737.0,1748.0,1734.6,1747.2,8779,0,1,16,10,2012,1,0,0,0,0,0
2012-10-17 00:00:00,1747.3,1753.4,1742.8,1749.7,9246,0,2,17,10,2012,1,0,0,0,0,0
2012-10-18 00:00:00,1749.6,1751.8,1737.9,1740.9,9072,0,3,18,10,2012,1,0,0,0,0,0
2012-10-19 00:00:00,1741.0,1743.1,1715.8,1721.0,10466,0,4,19,10,2012,1,0,0,0,1,0
2012-10-21 00:00:00,1721.4,1722.2,1720.5,1721.7,11,0,6,21,10,2012,1,0,0,0,0,1
2012-10-22 00:00:00,1721.1,1728.8,1713.3,1727.9,9490,0,0,22,10,2012,1,0,0,1,0,0
2012-10-23 00:00:00,1727.8,1729.7,1703.5,1707.3,10872,0,1,23,10,2012,1,0,0,0,0,0
2012-10-24 00:00:00,1707.4,1714.0,1698.4,1701.5,10689,0,2,24,10,2012,1,0,0,0,0,0
2012-10-25 00:00:00,1701.3,1717.7,1701.1,1711.7,9827,0,3,25,10,2012,1,0,0,0,0,0
2012-10-26 00:00:00,1711.8,1718.6,1700.8,1711.0,10690,0,4,26,10,2012,1,0,0,0,1,0
2012-10-28 00:00:00,1710.9,1711.3,1710.9,1711.3,10,0,6,28,10,2012,1,0,0,0,0,1
2012-10-29 00:00:00,1711.3,1717.0,1705.7,1708.8,6962,0,0,29,10,2012,1,0,0,1,0,0
2012-10-30 00:00:00,1708.9,1714.8,1704.6,1709.2,6566,0,1,30,10,2012,1,0,0,0,0,0
2012-10-31 00:00:00,1709.1,1725.8,1708.6,1720.0,8758,0,2,31,10,2012,1,0,0,0,0,0
2012-11-01 00:00:00,1720.2,1726.5,1713.3,1713.8,8882,0,3,1,11,2012,1,0,0,0,0,0
2012-11-02 00:00:00,1713.9,1716.5,1674.2,1677.3,10698,0,4,2,11,2012,1,0,0,0,1,0
2012-11-04 00:00:00,1677.6,1677.6,1677.6,1677.6,1,0,6,4,11,2012,1,0,0,0,0,1
2012-11-05 00:00:00,1676.1,1685.6,1671.9,1684.2,9340,0,0,5,11,2012,1,0,0,1,0,0
2012-11-06 00:00:00,1684.3,1720.5,1682.9,1715.5,9263,0,1,6,11,2012,1,0,0,0,0,0
2012-11-07 00:00:00,1715.4,1731.3,1702.7,1717.0,15141,0,2,7,11,2012,1,0,0,0,0,0
2012-11-08 00:00:00,1716.9,1734.6,1712.3,1730.8,11512,0,3,8,11,2012,1,0,0,0,0,0
2012-11-09 00:00:00,1730.9,1738.4,1726.6,1730.5,11746,0,4,9,11,2012,1,0,0,0,1,0
2012-11-11 00:00:00,1730.9,1730.9,1730.9,1730.9,1,0,6,11,11,2012,1,0,0,0,0,1
2012-11-12 00:00:00,1731.3,1737.8,1725.5,1727.9,9432,0,0,12,11,2012,1,0,0,1,0,0
2012-11-13 00:00:00,1727.8,1732.7,1717.6,1724.6,10771,0,1,13,11,2012,1,0,0,0,0,0
2012-11-14 00:00:00,1724.5,1733.9,1720.3,1726.1,10466,0,2,14,11,2012,1,0,0,0,0,0
2012-11-15 00:00:00,1726.2,1727.7,1704.5,1715.4,10795,0,3,15,11,2012,1,0,0,0,0,0
2012-11-16 00:00:00,1715.5,1717.1,1705.6,1713.7,10516,0,4,16,11,2012,1,0,0,0,1,0
2012-11-18 00:00:00,1713.6,1713.8,1713.6,1713.8,2,0,6,18,11,2012,1,0,0,0,0,1
2012-11-19 00:00:00,1714.5,1735.7,1714.1,1731.5,8811,0,0,19,11,2012,1,0,0,1,0,0
2012-11-20 00:00:00,1731.6,1735.6,1722.0,1726.9,9613,0,1,20,11,2012,1,0,0,0,0,0
2012-11-21 00:00:00,1726.8,1732.0,1720.3,1728.7,9282,0,2,21,11,2012,1,0,0,0,0,0
2012-11-22 00:00:00,1728.5,1732.5,1728.3,1729.8,4442,0,3,22,11,2012,1,0,0,0,0,0
2012-11-23 00:00:00,1730.4,1754.4,1728.0,1752.0,7271,0,4,23,11,2012,1,0,0,0,1,0
2012-11-26 00:00:00,1751.6,1752.2,1746.0,1748.5,8835,0,0,26,11,2012,1,0,0,1,0,0
2012-11-27 00:00:00,1748.6,1751.8,1740.3,1741.8,9274,0,1,27,11,2012,1,0,0,0,0,0
2012-11-28 00:00:00,1741.7,1743.0,1705.8,1719.3,10183,0,2,28,11,2012,1,0,0,0,0,0
2012-11-29 00:00:00,1719.4,1728.5,1717.7,1725.4,10009,0,3,29,11,2012,1,0,0,0,0,0
2012-11-30 00:00:00,1725.3,1731.4,1708.5,1714.8,11193,0,4,30,11,2012,1,0,0,0,1,0
2012-12-02 00:00:00,1714.5,1714.5,1714.5,1714.5,1,0,6,2,12,2012,1,0,0,0,0,1
2012-12-03 00:00:00,1713.82,1722.7,1712.8,1715.9,15876,0,0,3,12,2012,1,0,0,1,0,0
2012-12-04 00:00:00,1716.0,1717.5,1691.0,1697.2,12317,0,1,4,12,2012,1,0,0,0,0,0
2012-12-05 00:00:00,1697.3,1706.5,1684.4,1693.4,10793,0,2,5,12,2012,1,0,0,0,0,0
2012-12-06 00:00:00,1693.5,1702.8,1685.4,1699.4,11328,0,3,6,12,2012,1,0,0,0,0,0
2012-12-07 00:00:00,1699.3,1705.0,1683.8,1703.8,10431,0,4,7,12,2012,1,0,0,0,1,0
2012-12-09 00:00:00,1704.1,1704.4,1704.1,1704.4,2,0,6,9,12,2012,1,0,0,0,0,1
2012-12-10 00:00:00,1702.2,1717.2,1702.2,1712.6,7736,0,0,10,12,2012,1,0,0,1,0,0
2012-12-11 00:00:00,1712.7,1714.2,1704.6,1709.6,8296,0,1,11,12,2012,1,0,0,0,0,0
2012-12-12 00:00:00,1709.8,1723.3,1707.0,1711.4,10693,0,2,12,12,2012,1,0,0,0,0,0
2012-12-13 00:00:00,1711.3,1711.7,1689.2,1696.8,12718,0,3,13,12,2012,1,0,0,0,0,0
2012-12-14 00:00:00,1697.1,1700.2,1693.1,1695.6,9317,0,4,14,12,2012,1,0,0,0,1,0
2012-12-17 00:00:00,1697.4,1699.5,1686.3,1698.1,8608,0,0,17,12,2012,1,0,0,1,0,0
2012-12-18 00:00:00,1698.0,1703.0,1662.6,1670.8,10028,0,1,18,12,2012,1,0,0,0,0,0
2012-12-19 00:00:00,1670.7,1676.5,1663.2,1666.8,10155,0,2,19,12,2012,1,0,0,0,0,0
2012-12-20 00:00:00,1666.9,1671.4,1635.3,1647.7,11438,0,3,20,12,2012,1,0,0,0,0,0
2012-12-21 00:00:00,1647.6,1659.5,1635.3,1656.7,11432,0,4,21,12,2012,1,0,0,0,1,0
2012-12-23 00:00:00,1657.4,1657.4,1656.9,1657.4,3,0,6,23,12,2012,1,0,0,0,0,1
2012-12-24 00:00:00,1656.8,1665.4,1651.7,1658.2,6269,0,0,24,12,2012,1,0,0,1,0,0
2012-12-25 00:00:00,1657.3,1658.3,1650.4,1658.1,21,0,1,25,12,2012,1,0,0,0,0,0
2012-12-26 00:00:00,1656.4,1667.7,1655.0,1659.0,3766,0,2,26,12,2012,1,0,0,0,0,0
2012-12-27 00:00:00,1659.2,1665.2,1652.3,1663.8,8397,0,3,27,12,2012,1,0,0,0,0,0
2012-12-28 00:00:00,1663.7,1666.2,1653.3,1655.6,7532,0,4,28,12,2012,1,0,0,0,1,0
2012-12-30 00:00:00,1655.6,1655.6,1655.5,1655.6,3,0,6,30,12,2012,1,0,0,0,0,1
2012-12-31 00:00:00,1655.4,1680.1,1655.1,1675.0,8280,0,0,31,12,2012,1,0,0,1,0,0
2013-01-01 00:00:00,1674.8,1674.8,1673.7,1674.0,7,0,1,1,1,2013,1,0,0,0,0,0
2013-01-02 00:00:00,1675.5,1694.9,1670.1,1686.8,10212,0,2,2,1,2013,1,0,0,0,0,0
2013-01-03 00:00:00,1686.5,1690.0,1660.7,1663.7,10452,0,3,3,1,2013,1,0,0,0,0,0
2013-01-04 00:00:00,1663.6,1663.9,1625.8,1655.6,14856,0,4,4,1,2013,1,0,0,0,1,0
2013-01-06 00:00:00,1653.4,1653.5,1653.4,1653.5,2,0,6,6,1,2013,1,0,0,0,0,1
2013-01-07 00:00:00,1656.7,1662.6,1642.6,1646.6,11125,0,0,7,1,2013,1,0,0,1,0,0
2013-01-08 00:00:00,1646.7,1662.5,1646.5,1658.9,10734,0,1,8,1,2013,1,0,0,0,0,0
2013-01-09 00:00:00,1658.8,1665.7,1651.2,1657.3,10024,0,2,9,1,2013,1,0,0,0,0,0
2013-01-10 00:00:00,1657.4,1678.5,1653.6,1675.0,9437,0,3,10,1,2013,1,0,0,0,0,0
2013-01-11 00:00:00,1674.8,1676.5,1653.1,1662.2,10517,0,4,11,1,2013,1,0,0,0,1,0
2013-01-13 00:00:00,1661.6,1662.5,1661.6,1662.5,6,0,6,13,1,2013,1,0,0,0,0,1
2013-01-14 00:00:00,1661.3,1674.5,1659.6,1667.6,9068,0,0,14,1,2013,1,0,0,1,0,0
2013-01-15 00:00:00,1667.5,1685.0,1666.3,1679.2,11683,0,1,15,1,2013,1,0,0,0,0,0
2013-01-16 00:00:00,1679.1,1684.7,1673.5,1679.7,9703,0,2,16,1,2013,1,0,0,0,0,0
2013-01-17 00:00:00,1679.6,1695.8,1666.5,1687.4,10888,0,3,17,1,2013,1,0,0,0,0,0
2013-01-18 00:00:00,1687.3,1695.1,1683.5,1683.8,9961,0,4,18,1,2013,1,0,0,0,1,0
2013-01-20 00:00:00,1684.4,1684.4,1683.5,1683.5,2,0,6,20,1,2013,1,0,0,0,0,1
2013-01-21 00:00:00,1686.4,1691.1,1684.8,1689.8,5334,0,0,21,1,2013,1,0,0,1,0,0
2013-01-22 00:00:00,1689.3,1696.1,1686.7,1692.5,8662,0,1,22,1,2013,1,0,0,0,0,0
2013-01-23 00:00:00,1692.1,1694.9,1683.6,1685.6,8061,0,2,23,1,2013,1,0,0,0,0,0
2013-01-24 00:00:00,1685.5,1685.9,1664.7,1667.8,10210,0,3,24,1,2013,1,0,0,0,0,0
2013-01-25 00:00:00,1667.7,1672.0,1655.6,1658.3,10119,0,4,25,1,2013,1,0,0,0,1,0
